Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2026-06-29,281.4972229003906,288.12151489662153,279.6088673150861,286.4829438934296,66427000,291.2168395996094,296.5167709350586,291.5318676757813,289.08053211319907,292.86375676024,287.0802405098706,39.941613342574506,-2.8559051608435198,-2.762807384907271,-0.09309777593624863
2026-06-30,289.11065673828125,289.69017405322865,280.45814550695326,280.9277417485351,65100200,290.51144714355473,295.67000122070317,291.91910827636724,289.0860093177594,292.5063186629106,287.15986467569064,46.9645386337962,-2.736502910546392,-2.1147241076881147,-0.6217788028582772
2026-07-01,294.1263427734375,296.33442991747245,288.95081360688545,293.1871503157195,50164200,290.02586669921874,294.6298980712891,292.35036376953127,290.0024335824281,292.660606673437,287.43305989521014,51.02739994645683,-2.2116572140840276,-1.2719027289806002,-0.9397544851034274
2026-07-02,308.3640441894531,309.15337194761725,293.4269150966668,293.866538367699,75352800,291.29277343750005,294.5484680175781,293.2037274169922,293.34090823825085,294.15617215115276,288.2538828087099,60.31990092325636,-0.6394781968991197,0.24022103056344624,-0.8796992274625659
2026-07-06,312.3905944824219,313.9292760509671,306.7354678654279,307.0951430290638,53590000,292.7565124511719,294.619906616211,293.99787109375,296.8044875553728,295.89278380174983,289.20042052140445,62.48775686073075,0.9207797823503938,1.4403832078503678,-0.519603425499974
2026-07-07,310.3923034667969,315.2081573213481,309.88273318392555,315.0183186077797,42490000,294.12033386230473,294.7857635498047,294.7468591308593,299.2749995392681,297.2736904365162,290.0314747545571,60.71494135546148,1.9733030778680813,1.9943252026944442,-0.021022124826362898
2026-07-08,313.1199645996094,314.5487250421545,306.7854009831778,311.6412289475945,41323500,296.02769165039064,295.3777526855469,295.5977160644531,301.79226591387555,298.7828594044298,290.9369057288729,62.28772054065822,2.993033008565078,2.411244106713153,0.5817889018519253
2026-07-09,315.947509765625,316.2572401947346,307.8944576262147,310.24243869469103,48124500,298.33970031738284,296.6601470947266,296.57400085449217,304.3659466141936,300.41758801025793,291.9177137303142,63.90110572842057,3.9834172352199175,2.7213026666943936,1.262114568525524
2026-07-10,315.0483093261719,316.6369356310425,311.9010296470402,314.4488202226986,34132300,302.35324096679693,297.8461257934571,297.47041198730466,306.3081943800078,301.81099004034496,292.8247959105439,62.978367897291655,4.642233135745585,2.7040948537760485,1.938138281969536
2026-07-13,317.0365600585937,323.171283634363,315.5078797345754,316.7468014245228,43257800,305.70335083007814,298.92919158935547,298.41736877441406,308.25880632156884,303.26104432779726,293.7742768575263,64.20904073634199,5.2641033938920145,2.660772089537983,2.6033313043540316
2026-07-14,314.58868408203125,315.91755515351207,311.64124426456783,313.48965629761443,36336800,309.01249694824213,300.11466827392576,299.29180969238286,309.40969318710745,304.33986716153385,294.59052812123235,61.49850847653721,5.49606174167252,2.3141843498547905,3.1818773918177294
2026-07-15,327.2178039550781,328.44675508114506,317.0465830462295,317.34631234952286,60957600,312.8232116699219,301.6673294067383,300.24334594726565,312.64753150855665,306.5187182847285,295.87002913432434,68.813221240463,6.622613465656173,2.7525888590707543,3.8700246065854182
2026-07-16,332.97283935546875,334.3915986652446,326.50841333986017,327.72736328456057,62970600,316.707861328125,303.3668640136719,301.3760662841797,316.343042026177,309.03815838670374,297.32504129985944,71.47294346783288,7.888859224755379,3.2150676945359686,4.67379153021941
2026-07-17,333.452392578125,334.7013154010385,328.7164869908464,331.693929977533,63407100,319.2166961669922,305.2547348022461,302.37163879394524,319.45383303562204,311.3633235477915,298.74180017351694,71.68960667342478,8.82928554124436,3.3243952088199595,5.5048903324244005
2026-07-20,326.3085632324219,333.4224228207836,323.4010672140761,333.2226134619852,53468000,320.60849304199223,306.68250274658203,303.15785278320305,320.7001476168584,312.7866797082325,299.8228497052387,63.90331720340353,8.89559002326655,2.7125597526737195,6.18303027059283
2026-07-21,327.45758056640625,329.3159936819017,321.94234806189104,322.85156758462244,41338900,322.31502075195317,308.2176773071289,303.96844482421875,321.9287717895034,314.18390836139196,300.90656464097077,64.56985904989237,8.937823236413578,2.2038343726565977,6.733988863756981
2026-07-22,325.60919189453125,328.7164973399543,323.0613709608057,327.58746619388995,38755900,323.5639434814453,309.79581756591796,304.6246789550781,322.5979390813266,315.2720306026433,301.8752951215026,62.56831127020824,8.721606592132389,1.5900941827003265,7.131512409432062
2026-07-23,321.3828430175781,323.0214140443725,319.0748358849152,321.4527900194849,40840800,324.10747680664065,311.22358856201174,305.2037799072266,322.3770125242814,315.85401273739905,302.64029699978005,58.13118271118043,8.115669919481263,0.7873260080393605,7.328343911441903
2026-07-24,332.7330322265625,334.0818750563203,321.3428614810286,321.5127284115298,47489400,325.87594909667973,314.1145950317383,305.9675213623047,324.2599251974234,317.46153840303367,303.8204042635754,65.25703611606104,8.453875142257743,0.9004249846526715,7.553450157605072
2026-07-27,336.61968994140625,339.277401491225,333.73216560461384,334.2517370375488,49604300,327.834262084961,316.7688064575196,306.727666015625,326.50715515087484,319.2861242638311,305.10665076074525,67.30883356146295,8.932557055961809,1.1032855186853885,7.82927153727642
2026-07-28,339.78692626953125,342.59453283396704,335.31080637618777,339.73698155301014,51859000,330.354086303711,319.6832916259766,307.56434387207025,328.92165899063053,321.2385815977073,306.4666615650114,68.9196370436993,9.458454250355771,1.303346170463481,8.15510807989229
2026-07-29,337.8985900878906,344.2730974331505,337.0593175600121,339.43727163464206,56090800,331.42216491699224,322.1226882934571,308.3228894042969,330.55382828104143,322.82524907296283,307.6992862129675,66.80609091379104,9.612056809817261,1.1655589839399774,8.446497825877284
2026-07-30,333.1426696777344,334.4615395264105,329.30598233808786,332.8129674612056,74817800,331.4391479492188,324.07350463867186,309.0340759277344,331.0245267168038,323.80786055913154,308.69706595668384,61.67600180384171,9.243471924142796,0.6375792786124101,8.605892645530385
2026-07-31,308.6438293457031,310.4222943774597,299.7415030462749,304.5473560391476,132489100,328.9582916259766,324.08749389648443,309.2327050781251,326.9553090129673,322.3636671102336,308.6949782464493,43.25120542222369,6.895032435385133,-1.3686881681162024,8.263720603501335
2026-08-03,303.1585693359375,311.5313230344714,302.29929450581176,309.313234694189,75052000,326.64329223632814,323.62589263916016,309.25608520507814,322.62862907168915,320.5346101793483,308.4778641715273,40.34508570095843,4.5389404997062,-2.9798240830361085,7.518764582742309
2026-08-04,309.1134033203125,310.1525156602479,301.0603512911937,302.46913991298527,68001000,324.8088745117188,323.56194763183595,309.34380981445315,320.1713152987116,319.4468761927735,308.50278727540126,44.68995225329801,3.116303198429705,-3.521969107450083,6.638272305879788
2026-08-05,310.7320251464844,311.4414048335362,305.406631186344,309.09342362565195,49438800,323.3211578369141,323.4425506591797,309.38737243652344,318.45508072557936,318.6168903788412,308.59020836838494,45.844555458,2.095308726885719,-3.6343708631952563,5.729679590080975
2026-08-06,312.14080810546875,316.0174696892129,308.96355554648414,314.06913775687,46139900,322.39695434570314,323.2522155761719,309.46890258789057,317.3070311582865,318.00012063852006,308.7294475737608,46.883850112832015,1.38388766782424,-3.4766335378053883,4.860521205629628
2026-08-07,313.0599975585937,314.53873325457766,310.47223295908327,311.1816431226555,34437200,320.4296508789063,323.15279998779295,309.5184594726562,316.5348432310696,317.52963272614613,308.8992730633621,47.5905769341677,0.88406135094192,-3.1811678837501667,4.065229234692087
2026-08-10,308.260009765625,308.260009765625,304.6099853515625,306.8299865722656,44812500,317.59368286132815,322.7139724731445,309.43884521484375,315.0303280555342,316.6468114918108,308.87420391443123,44.27752597331311,0.09947975336490344,-3.172599585061747,3.2720793384266504
2026-08-11,304.9100036621094,309.9700012207031,302.7900085449219,307.75,37476700,314.1059906005859,322.23003845214845,309.3012231445313,313.1902690749115,315.5290202699345,308.7187450810069,42.07596180886362,-0.7835915550270443,-3.244536714762956,2.4609451597359118
2026-08-12,302.25,305.6600036621094,300.57000732421875,305.1000061035156,41657800,310.5411315917969,320.98164825439454,309.2253021240235,311.2011292431094,314.2643516727979,308.4650688033204,40.35995125839802,-1.678720746271381,-3.311732724805834,1.6330119785344532
2026-08-13,305.260009765625,306.0,302.04998779296875,304.2099914550781,40349300,307.752865600586,319.5960067749024,309.03193420410156,310.12092570174855,313.4067953006862,308.33938021360683,43.18371952755766,-2.1207873308001126,-3.0030394474676525,0.8822521166675401
2026-08-14,305.92999267578125,307.489990234375,304.29998779296875,306.0,28229400,307.4814819335938,318.21988677978516,308.9506811523437,309.3589378788454,312.69471886021904,308.24489442780975,43.821311969643276,-2.389521347716993,-2.6174187715076265,0.22789742379063344
2026-08-17,305.5899963378906,307.6600036621094,302.94000244140625,306.2099914550781,38169300,307.72462463378906,317.18395843505857,308.84324462890623,308.67367578048993,312.0180786199973,308.1407807772247,43.55419862424503,-2.599959144646391,-2.2622852547496195,-0.33767388989677144
2026-08-18,310.0299987792969,311.489990234375,305.739990234375,307.5799865722656,53424500,307.81628417968756,316.31257934570317,308.90234130859375,308.9202799620912,311.82873768278773,308.2148677576981,48.01092484133011,-2.3810146694829086,-1.6346726236689098,-0.7463420458139989
2026-08-19,316.8299865722656,319.2799987792969,309.6000061035156,310.1400146484375,50505600,308.42608032226565,315.87361907958984,309.2133374023437,310.35840843666836,312.30504710083324,308.5527155543478,54.001122508364325,-1.6398937362891957,-0.7148413523801573,-0.9250523839090383
2026-08-20,311.29998779296875,320.2799987792969,310.6499938964844,317.4599914550781,40959200,308.34199829101567,315.36947631835943,309.6333447265625,310.5296046832684,312.20932716675094,308.66045172056823,49.05138754861179,-1.4816946885595144,-0.44531384372038074,-1.0363808448391336
2026-08-21,309.3500061035156,312.3800048828125,307.010009765625,312.04998779296875,46876800,307.9709991455078,314.2003250122071,309.99377014160154,310.31513221422244,311.93701087501427,308.6874930689191,47.4014740135582,-1.496418251023215,-0.36802992494726494,-1.12838832607595
2026-08-24,310.3399963378906,313.3599853515625,309.9700012207031,311.4700012207031,34673600,308.1789978027344,312.88634033203135,310.2930651855469,310.3196529639803,311.78491425243107,308.75229711868263,48.351322112204706,-1.4119270262680175,-0.226830960153654,-1.1850960661143635
2026-08-25,309.8999938964844,313.5899963378906,308.2099914550781,310.7900085449219,25869800,308.67799682617186,311.39199371337895,310.67348205566407,310.2433513153446,311.60539802805516,308.79730483545916,47.936979018492096,-1.364739771130246,-0.143714964012706,-1.22102480711754
2026-08-26,313.45001220703125,315.42999267578125,308.79998779296875,310.29998779296875,34024500,309.797998046875,310.16956481933596,311.0191906738281,310.82638056837857,311.78107556891,308.97976394806983,51.544856838321024,-1.029024765595409,0.15360003321770477,-1.1826247988131138
2026-08-27,314.5799865722656,315.3999938964844,309.3999938964844,310.54998779296875,32419200,310.72999572753906,309.24143066406253,311.33114746093753,311.5088543872671,312.04763852161057,309.19938052156766,52.66917496704604,-0.6641330054500258,0.4147934346904705,-1.0789264401404963
2026-08-28,319.70001220703125,322.3699951171875,315.45001220703125,316.8500061035156,38649400,312.10699768066405,309.7942398071289,311.8112481689453,312.9981558090424,312.77643601546015,309.61116999942897,57.483098296050755,0.037754412883884925,0.893344682419505,-0.8555902695356201
2026-08-31,316.8500061035156,321.239990234375,312.79998779296875,319.6000061035156,41242700,313.2329986572266,310.47881164550785,312.19318420410156,313.6984922262193,313.16439507146544,309.89504592507944,54.17977823127807,0.3598850439148009,0.9723802507603369,-0.6124952068455359
2026-09-01,325.1300048828125,327.29998779296875,314.7300109863281,316.9800109863281,53167400,314.74299926757817,311.27964172363284,312.7607025146484,315.7769490728726,314.3039769582604,310.49249529597097,61.16258424591173,1.2686780615163684,1.5049386146895234,-0.23626055317315509
2026-09-02,324.9599914550781,328.3999938964844,323.5299987792969,326.8699951171875,33776400,315.5559997558594,311.9910400390625,313.37897460937495,317.44659314236446,315.3188354817668,311.0598480865242,60.95716780268181,1.9526751886326679,1.7511485934446585,0.2015265951880095
2026-09-03,328.2099914550781,330.8099975585937,324.1099853515625,324.8699951171875,37225800,317.24700012207035,312.794499206543,314.0866259765624,319.40357465376695,316.5465646220822,311.73240272842827,63.48204710998037,2.725576924252209,2.0192402632513597,0.7063366610008495
2026-09-04,319.9700012207031,328.92999267578125,317.8599853515625,328.3099975585937,39606900,318.3089996337891,313.13999938964844,314.9877679443359,319.5065613023008,316.8726062029032,312.0554458065567,53.95498671770406,2.6427448531293294,1.5491265537027838,1.0936182994265455
2026-09-08,316.2200012207031,320.70001220703125,314.8999938964844,317.1000061035156,35423000,318.89700012207027,313.5379989624023,315.6414587402343,318.9090049238285,316.8104533474556,312.2187617051507,50.258360284889314,2.2485858817010467,0.9239740658196007,1.324611815881446
2026-09-09,314.6099853515625,318.1300048828125,314.3299865722656,315.4106140136719,7738456,319.3679992675781,314.022998046875,316.3037139892578,318.1273650015983,316.60088496689434,312.3125351814806,48.71516211663137,1.78571264806709,0.3688806657485151,1.4168319823185749
