Date,open,high,low,close,volume,dividends,stock_splits
2026-08-04 00:00:00-04:00,368.2200012207031,380.5199890136719,367.5,377.6499938964844,35705700,0.0,0.0
2026-08-05 00:00:00-04:00,383.3399963378906,384.4800109863281,356.7699890136719,362.42999267578125,46926300,0.0,0.0
2026-08-06 00:00:00-04:00,360.7699890136719,364.1300048828125,356.8800048828125,357.75,25235900,0.0,0.0
2026-08-07 00:00:00-04:00,356.7200012207031,358.8999938964844,353.7799987792969,354.29998779296875,19805200,0.0,0.0
2026-08-10 00:00:00-04:00,355.17498779296875,357.6099853515625,352.7099914550781,357.5199890136719,18416019,0.0,0.0
