Date,open,high,low,close,volume,dividends,stock_splits
2026-08-04 00:00:00-04:00,302.7300109863281,310.4200134277344,301.32000732421875,309.3800048828125,68001000,0.0,0.0
2026-08-05 00:00:00-04:00,309.3599853515625,311.7099914550781,305.6700134277344,311.0,49438800,0.0,0.0
2026-08-06 00:00:00-04:00,314.3399963378906,316.2900085449219,309.2300109863281,312.4100036621094,46139900,0.0,0.0
2026-08-07 00:00:00-04:00,311.45001220703125,314.80999755859375,310.739990234375,313.3299865722656,34407100,0.0,0.0
2026-08-10 00:00:00-04:00,306.8299865722656,308.260009765625,304.6300048828125,308.260009765625,43391681,0.0,0.0
