Price,Close,High,Low,Open,Volume
Ticker,NFLX,NFLX,NFLX,NFLX,NFLX
Date,,,,,
2026-03-09,98.31999969482422,98.94000244140625,96.58000183105469,97.69999694824219,48589000
2026-03-10,96.94000244140625,98.48999786376953,96.29000091552734,97.80999755859375,41027200
2026-03-11,94.88999938964844,98.0,94.69000244140625,97.41000366210938,33962900
2026-03-12,94.30999755859375,95.4000015258789,93.87000274658203,94.86000061035156,34206900
2026-03-13,95.30999755859375,95.68000030517578,94.23999786376953,94.63999938964844,29876700
2026-03-16,95.19999694824219,96.0999984741211,94.36000061035156,95.58000183105469,34931800
2026-03-17,94.36000061035156,96.33999633789062,94.01000213623047,95.30000305175781,26434500
2026-03-18,94.69999694824219,95.33999633789062,93.61000061035156,94.44999694824219,27878300
2026-03-19,91.73999786376953,95.75,90.77999877929688,94.30999755859375,40169300
2026-03-20,91.81999969482422,91.87999725341797,90.69000244140625,91.30999755859375,61678000
2026-03-23,93.37999725341797,93.9800033569336,91.86000061035156,92.04000091552734,34315900
2026-03-24,90.91999816894531,93.73999786376953,90.81999969482422,92.79000091552734,28938000
2026-03-25,92.27999877929688,92.5199966430664,91.23999786376953,91.70999908447266,29545600
2026-03-26,93.31999969482422,95.86000061035156,91.01000213623047,91.5199966430664,59522000
2026-03-27,93.43000030517578,95.58000183105469,92.73999786376953,94.56999969482422,44590700
2026-03-30,92.97000122070312,94.48999786376953,92.22000122070312,92.75,32375100
2026-03-31,96.1500015258789,96.26000213623047,93.02999877929688,93.02999877929688,54270000
2026-04-01,95.55000305175781,97.19999694824219,94.26000213623047,96.47000122070312,30439300
2026-04-02,98.66000366210938,98.70999908447266,95.16999816894531,95.2699966430664,37068000
2026-04-06,98.93000030517578,102.69000244140625,97.97000122070312,100.95999908447266,37029300
2026-04-07,98.81999969482422,99.87999725341797,98.25,98.55000305175781,25016700
2026-04-08,99.38999938964844,100.4000015258789,97.44000244140625,100.31999969482422,30957600
2026-04-09,102.05000305175781,102.33999633789062,99.08000183105469,99.62999725341797,35087800
2026-04-10,103.01000213623047,103.08000183105469,101.45999908447266,102.47000122070312,25769900
2026-04-13,103.16000366210938,103.66999816894531,102.05999755859375,103.02999877929688,26042800
2026-04-14,106.27999877929688,106.56999969482422,103.04000091552734,103.12000274658203,40534900
2026-04-15,107.70999908447266,107.8499984741211,105.04000091552734,105.9800033569336,38023700
2026-04-16,107.79000091552734,108.94999694824219,106.62000274658203,107.47000122070312,64928300
2026-04-17,97.30999755859375,98.73999786376953,95.0999984741211,96.37000274658203,125958700
2026-04-20,94.83000183105469,97.5999984741211,93.54000091552734,97.13999938964844,63298300
2026-04-21,92.58000183105469,94.6500015258789,92.37000274658203,94.0,61962300
2026-04-22,93.23999786376953,93.8499984741211,92.7699966430664,93.05999755859375,33694300
2026-04-23,92.81999969482422,94.63999938964844,92.06999969482422,94.05999755859375,36851700
2026-04-24,92.44000244140625,93.27999877929688,91.80000305175781,92.56999969482422,32553200
2026-04-27,91.37000274658203,92.83999633789062,91.30000305175781,92.05000305175781,29707400
2026-04-28,92.2699966430664,92.33999633789062,90.0199966430664,91.5,33418100
